,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
113,B1-REF,6,1,uclust,0.51:0.8:3,0.5172413793103449,0.0,0.246684350132626,0.23607427055702918,"[0, 0, 0, 5, 4, 50, 123, 195]"
114,B1-REF,6,1,uclust,0.51:0.8:5,0.40583554376657827,0.0,0.35809018567639256,0.23607427055702918,"[0, 0, 1, 8, 5, 71, 139, 153]"
115,B1-REF,6,1,uclust,0.51:0.9:1,0.7108753315649867,0.0,0.002652519893899204,0.2864721485411141,"[1, 0, 0, 0, 0, 30, 78, 268]"
116,B1-REF,6,1,uclust,0.51:0.9:3,0.519893899204244,0.0,0.29442970822281167,0.1856763925729443,"[1, 0, 0, 1, 4, 46, 129, 196]"
117,B1-REF,6,1,uclust,0.51:0.9:5,0.4350132625994695,0.0,0.3819628647214854,0.1830238726790451,"[1, 0, 1, 1, 5, 62, 143, 164]"
118,B1-REF,6,1,uclust,0.76:0.8:1,0.7055702917771883,0.0,0.0,0.29442970822281167,"[0, 0, 0, 0, 3, 36, 72, 266]"
119,B1-REF,6,1,uclust,0.76:0.8:3,0.3740053050397878,0.0,0.596816976127321,0.029177718832891247,"[0, 1, 0, 9, 7, 95, 124, 141]"
120,B1-REF,6,1,uclust,0.76:0.8:5,0.36074270557029176,0.0,0.5490716180371353,0.09018567639257294,"[0, 1, 2, 9, 12, 92, 125, 136]"
121,B1-REF,6,1,uclust,0.76:0.9:1,0.7108753315649867,0.0,0.002652519893899204,0.2864721485411141,"[1, 0, 0, 0, 0, 30, 78, 268]"
122,B1-REF,6,1,uclust,0.76:0.9:3,0.38726790450928383,0.0,0.5702917771883289,0.042440318302387266,"[1, 0, 1, 2, 5, 98, 124, 146]"
123,B1-REF,6,1,uclust,0.76:0.9:5,0.3713527851458886,0.0,0.5490716180371353,0.07957559681697612,"[1, 0, 1, 2, 11, 94, 128, 140]"
124,B1-REF,6,1,uclust,1.0:0.8:1,0.7055702917771883,0.0,0.0,0.29442970822281167,"[0, 0, 0, 0, 3, 36, 72, 266]"
125,B1-REF,6,1,uclust,1.0:0.8:3,0.3740053050397878,0.0,0.596816976127321,0.029177718832891247,"[0, 1, 0, 9, 7, 95, 124, 141]"
126,B1-REF,6,1,uclust,1.0:0.8:5,0.27055702917771884,0.0,0.7082228116710876,0.021220159151193633,"[0, 1, 2, 12, 19, 126, 115, 102]"
127,B1-REF,6,1,uclust,1.0:0.9:1,0.7108753315649867,0.0,0.002652519893899204,0.2864721485411141,"[1, 0, 0, 0, 0, 30, 78, 268]"
128,B1-REF,6,1,uclust,1.0:0.9:3,0.38726790450928383,0.0,0.5702917771883289,0.042440318302387266,"[1, 0, 1, 2, 5, 98, 124, 146]"
129,B1-REF,6,1,uclust,1.0:0.9:5,0.2864721485411141,0.0,0.7002652519893899,0.013262599469496022,"[1, 0, 1, 5, 18, 124, 120, 108]"
130,B1-REF,6,2,rdp,0.0,0.7215189873417721,0.0,0.0,0.27848101265822783,"[0, 0, 0, 0, 1, 39, 71, 284]"
131,B1-REF,6,2,rdp,0.1,0.7215189873417721,0.0,0.0,0.27848101265822783,"[0, 0, 0, 0, 1, 39, 71, 284]"
132,B1-REF,6,2,rdp,0.2,0.7215189873417721,0.0,0.005063291139240506,0.27341772151898736,"[0, 0, 0, 0, 1, 39, 71, 284]"
133,B1-REF,6,2,rdp,0.3,0.7164556962025317,0.0,0.02278481012658228,0.2607594936708861,"[0, 0, 0, 0, 1, 40, 72, 282]"
134,B1-REF,6,2,rdp,0.4,0.7012658227848101,0.0,0.04810126582278481,0.25063291139240507,"[0, 1, 0, 0, 1, 39, 78, 276]"
135,B1-REF,6,2,rdp,0.5,0.6886075949367089,0.0,0.09113924050632911,0.22025316455696203,"[0, 1, 0, 0, 1, 41, 81, 271]"
136,B1-REF,6,2,rdp,0.6,0.6582278481012658,0.0,0.1518987341772152,0.189873417721519,"[0, 1, 0, 0, 3, 46, 86, 259]"
137,B1-REF,6,2,rdp,0.7,0.6329113924050633,0.0,0.22025316455696203,0.1468354430379747,"[0, 1, 0, 0, 5, 58, 82, 249]"
138,B1-REF,6,2,rdp,0.8,0.589873417721519,0.0,0.28607594936708863,0.1240506329113924,"[0, 1, 1, 1, 4, 64, 91, 233]"
139,B1-REF,6,2,rdp,0.9,0.5367088607594936,0.0,0.3569620253164557,0.10632911392405063,"[0, 1, 1, 1, 10, 76, 94, 212]"
140,B1-REF,6,2,rdp,1.0,0.3620253164556962,0.0,0.6025316455696202,0.035443037974683546,"[2, 4, 4, 8, 30, 117, 87, 143]"
141,B1-REF,6,2,sortmerna,0.51:0.8:1:0.8:1.0,0.7316455696202532,0.0,0.0,0.2683544303797468,"[0, 0, 0, 0, 0, 39, 68, 288]"
142,B1-REF,6,2,sortmerna,0.51:0.8:1:0.9:1.0,0.7316455696202532,0.0,0.0,0.2683544303797468,"[0, 0, 0, 0, 0, 39, 68, 288]"
143,B1-REF,6,2,sortmerna,0.51:0.8:3:0.8:1.0,0.5417721518987342,0.0,0.27341772151898736,0.1848101265822785,"[0, 2, 2, 0, 2, 64, 111, 214]"
144,B1-REF,6,2,sortmerna,0.51:0.8:3:0.9:1.0,0.5417721518987342,0.0,0.27341772151898736,0.1848101265822785,"[0, 2, 2, 0, 2, 64, 111, 214]"
145,B1-REF,6,2,sortmerna,0.51:0.8:5:0.8:1.0,0.5037974683544304,0.0,0.3139240506329114,0.18227848101265823,"[0, 2, 2, 0, 4, 73, 115, 199]"
