,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
712,B1-REF,4,1,uclust,1.0:0.9:1,0.0,0.40350877192982454,0.5087719298245614,0.08771929824561403,"[29, 0, 0, 5, 23, 0, 0, 0]"
713,B1-REF,4,1,uclust,1.0:0.9:3,0.22807017543859648,0.14035087719298245,0.5789473684210527,0.05263157894736842,"[29, 0, 1, 6, 21, 0, 0, 0]"
714,B1-REF,4,1,uclust,1.0:0.9:5,0.22807017543859648,0.14035087719298245,0.5789473684210527,0.05263157894736842,"[29, 0, 1, 6, 21, 0, 0, 0]"
715,B1-REF,4,2,rdp,0.0,0.0,0.6231884057971014,0.0,0.37681159420289856,"[0, 3, 5, 18, 43, 0, 0, 0]"
716,B1-REF,4,2,rdp,0.1,0.014492753623188406,0.6086956521739131,0.0,0.37681159420289856,"[0, 3, 5, 18, 43, 0, 0, 0]"
717,B1-REF,4,2,rdp,0.2,0.028985507246376812,0.5942028985507246,0.014492753623188406,0.36231884057971014,"[0, 3, 5, 18, 43, 0, 0, 0]"
718,B1-REF,4,2,rdp,0.3,0.043478260869565216,0.5362318840579711,0.10144927536231885,0.3188405797101449,"[0, 3, 8, 18, 40, 0, 0, 0]"
719,B1-REF,4,2,rdp,0.4,0.057971014492753624,0.5072463768115942,0.2318840579710145,0.2028985507246377,"[0, 4, 8, 18, 39, 0, 0, 0]"
720,B1-REF,4,2,rdp,0.5,0.10144927536231885,0.4492753623188406,0.2753623188405797,0.17391304347826086,"[0, 7, 5, 19, 38, 0, 0, 0]"
721,B1-REF,4,2,rdp,0.6,0.11594202898550725,0.3333333333333333,0.43478260869565216,0.11594202898550725,"[0, 8, 12, 18, 31, 0, 0, 0]"
722,B1-REF,4,2,rdp,0.7,0.2028985507246377,0.21739130434782608,0.5072463768115942,0.07246376811594203,"[0, 9, 14, 17, 29, 0, 0, 0]"
723,B1-REF,4,2,rdp,0.8,0.18840579710144928,0.15942028985507245,0.6086956521739131,0.043478260869565216,"[0, 14, 15, 16, 24, 0, 0, 0]"
724,B1-REF,4,2,rdp,0.9,0.18840579710144928,0.13043478260869565,0.6521739130434783,0.028985507246376812,"[0, 21, 12, 14, 22, 0, 0, 0]"
725,B1-REF,4,2,rdp,1.0,0.18840579710144928,0.014492753623188406,0.782608695652174,0.014492753623188406,"[5, 33, 8, 9, 14, 0, 0, 0]"
726,B1-REF,4,2,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.6086956521739131,0.028985507246376812,0.36231884057971014,"[2, 2, 7, 16, 42, 0, 0, 0]"
727,B1-REF,4,2,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.6086956521739131,0.028985507246376812,0.36231884057971014,"[2, 2, 7, 16, 42, 0, 0, 0]"
728,B1-REF,4,2,sortmerna,0.51:0.8:3:0.8:1.0,0.043478260869565216,0.5362318840579711,0.10144927536231885,0.3188405797101449,"[2, 2, 6, 19, 40, 0, 0, 0]"
729,B1-REF,4,2,sortmerna,0.51:0.8:3:0.9:1.0,0.043478260869565216,0.5362318840579711,0.10144927536231885,0.3188405797101449,"[2, 2, 6, 19, 40, 0, 0, 0]"
730,B1-REF,4,2,sortmerna,0.51:0.8:5:0.8:1.0,0.11594202898550725,0.43478260869565216,0.08695652173913043,0.36231884057971014,"[2, 2, 6, 21, 38, 0, 0, 0]"
731,B1-REF,4,2,sortmerna,0.51:0.8:5:0.9:1.0,0.11594202898550725,0.43478260869565216,0.08695652173913043,0.36231884057971014,"[2, 2, 6, 21, 38, 0, 0, 0]"
732,B1-REF,4,2,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.37681159420289856,0.4927536231884058,0.13043478260869565,"[34, 0, 1, 8, 26, 0, 0, 0]"
733,B1-REF,4,2,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.37681159420289856,0.4927536231884058,0.13043478260869565,"[34, 0, 1, 8, 26, 0, 0, 0]"
734,B1-REF,4,2,sortmerna,0.51:0.9:3:0.8:1.0,0.043478260869565216,0.3333333333333333,0.5072463768115942,0.11594202898550725,"[34, 0, 1, 8, 26, 0, 0, 0]"
735,B1-REF,4,2,sortmerna,0.51:0.9:3:0.9:1.0,0.043478260869565216,0.3333333333333333,0.5072463768115942,0.11594202898550725,"[34, 0, 1, 8, 26, 0, 0, 0]"
736,B1-REF,4,2,sortmerna,0.51:0.9:5:0.8:1.0,0.07246376811594203,0.30434782608695654,0.5072463768115942,0.11594202898550725,"[34, 0, 1, 8, 26, 0, 0, 0]"
737,B1-REF,4,2,sortmerna,0.51:0.9:5:0.9:1.0,0.07246376811594203,0.30434782608695654,0.5072463768115942,0.11594202898550725,"[34, 0, 1, 8, 26, 0, 0, 0]"
738,B1-REF,4,2,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.6086956521739131,0.028985507246376812,0.36231884057971014,"[2, 2, 7, 16, 42, 0, 0, 0]"
739,B1-REF,4,2,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.6086956521739131,0.028985507246376812,0.36231884057971014,"[2, 2, 7, 16, 42, 0, 0, 0]"
740,B1-REF,4,2,sortmerna,0.76:0.8:3:0.8:1.0,0.21739130434782608,0.2898550724637681,0.30434782608695654,0.18840579710144928,"[2, 4, 9, 19, 35, 0, 0, 0]"
741,B1-REF,4,2,sortmerna,0.76:0.8:3:0.9:1.0,0.21739130434782608,0.2898550724637681,0.30434782608695654,0.18840579710144928,"[2, 4, 9, 19, 35, 0, 0, 0]"
742,B1-REF,4,2,sortmerna,0.76:0.8:5:0.8:1.0,0.18840579710144928,0.2898550724637681,0.34782608695652173,0.17391304347826086,"[2, 6, 7, 21, 33, 0, 0, 0]"
743,B1-REF,4,2,sortmerna,0.76:0.8:5:0.9:1.0,0.18840579710144928,0.2898550724637681,0.34782608695652173,0.17391304347826086,"[2, 6, 7, 21, 33, 0, 0, 0]"
744,B1-REF,4,2,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.37681159420289856,0.4927536231884058,0.13043478260869565,"[34, 0, 1, 8, 26, 0, 0, 0]"
745,B1-REF,4,2,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.37681159420289856,0.4927536231884058,0.13043478260869565,"[34, 0, 1, 8, 26, 0, 0, 0]"
746,B1-REF,4,2,sortmerna,0.76:0.9:3:0.8:1.0,0.14492753623188406,0.21739130434782608,0.5652173913043478,0.07246376811594203,"[34, 0, 1, 9, 25, 0, 0, 0]"
747,B1-REF,4,2,sortmerna,0.76:0.9:3:0.9:1.0,0.14492753623188406,0.21739130434782608,0.5652173913043478,0.07246376811594203,"[34, 0, 1, 9, 25, 0, 0, 0]"
748,B1-REF,4,2,sortmerna,0.76:0.9:5:0.8:1.0,0.14492753623188406,0.21739130434782608,0.5507246376811594,0.08695652173913043,"[34, 0, 1, 9, 25, 0, 0, 0]"
749,B1-REF,4,2,sortmerna,0.76:0.9:5:0.9:1.0,0.14492753623188406,0.21739130434782608,0.5507246376811594,0.08695652173913043,"[34, 0, 1, 9, 25, 0, 0, 0]"
750,B1-REF,4,2,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.6086956521739131,0.028985507246376812,0.36231884057971014,"[2, 2, 7, 16, 42, 0, 0, 0]"
751,B1-REF,4,2,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.6086956521739131,0.028985507246376812,0.36231884057971014,"[2, 2, 7, 16, 42, 0, 0, 0]"
752,B1-REF,4,2,sortmerna,1.0:0.8:3:0.8:1.0,0.21739130434782608,0.2898550724637681,0.30434782608695654,0.18840579710144928,"[2, 4, 9, 19, 35, 0, 0, 0]"
753,B1-REF,4,2,sortmerna,1.0:0.8:3:0.9:1.0,0.21739130434782608,0.2898550724637681,0.30434782608695654,0.18840579710144928,"[2, 4, 9, 19, 35, 0, 0, 0]"
754,B1-REF,4,2,sortmerna,1.0:0.8:5:0.8:1.0,0.2463768115942029,0.21739130434782608,0.42028985507246375,0.11594202898550725,"[2, 6, 10, 19, 32, 0, 0, 0]"
755,B1-REF,4,2,sortmerna,1.0:0.8:5:0.9:1.0,0.2463768115942029,0.21739130434782608,0.42028985507246375,0.11594202898550725,"[2, 6, 10, 19, 32, 0, 0, 0]"
756,B1-REF,4,2,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.37681159420289856,0.4927536231884058,0.13043478260869565,"[34, 0, 1, 8, 26, 0, 0, 0]"
757,B1-REF,4,2,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.37681159420289856,0.4927536231884058,0.13043478260869565,"[34, 0, 1, 8, 26, 0, 0, 0]"
758,B1-REF,4,2,sortmerna,1.0:0.9:3:0.8:1.0,0.14492753623188406,0.21739130434782608,0.5652173913043478,0.07246376811594203,"[34, 0, 1, 9, 25, 0, 0, 0]"
759,B1-REF,4,2,sortmerna,1.0:0.9:3:0.9:1.0,0.14492753623188406,0.21739130434782608,0.5652173913043478,0.07246376811594203,"[34, 0, 1, 9, 25, 0, 0, 0]"
760,B1-REF,4,2,sortmerna,1.0:0.9:5:0.8:1.0,0.17391304347826086,0.18840579710144928,0.5797101449275363,0.057971014492753624,"[34, 0, 1, 9, 25, 0, 0, 0]"
761,B1-REF,4,2,sortmerna,1.0:0.9:5:0.9:1.0,0.17391304347826086,0.18840579710144928,0.5797101449275363,0.057971014492753624,"[34, 0, 1, 9, 25, 0, 0, 0]"
762,B1-REF,4,2,uclust,0.51:0.8:1,0.0,0.6666666666666666,0.043478260869565216,0.2898550724637681,"[3, 0, 4, 16, 46, 0, 0, 0]"
763,B1-REF,4,2,uclust,0.51:0.8:3,0.057971014492753624,0.5652173913043478,0.10144927536231885,0.2753623188405797,"[3, 1, 5, 17, 43, 0, 0, 0]"
764,B1-REF,4,2,uclust,0.51:0.8:5,0.11594202898550725,0.5072463768115942,0.13043478260869565,0.2463768115942029,"[3, 1, 6, 16, 43, 0, 0, 0]"
765,B1-REF,4,2,uclust,0.51:0.9:1,0.0,0.37681159420289856,0.5072463768115942,0.11594202898550725,"[35, 0, 1, 7, 26, 0, 0, 0]"
766,B1-REF,4,2,uclust,0.51:0.9:3,0.028985507246376812,0.34782608695652173,0.5362318840579711,0.08695652173913043,"[35, 0, 1, 7, 26, 0, 0, 0]"
767,B1-REF,4,2,uclust,0.51:0.9:5,0.08695652173913043,0.2898550724637681,0.5507246376811594,0.07246376811594203,"[35, 0, 1, 7, 26, 0, 0, 0]"
768,B1-REF,4,2,uclust,0.76:0.8:1,0.0,0.6666666666666666,0.043478260869565216,0.2898550724637681,"[3, 0, 4, 16, 46, 0, 0, 0]"
769,B1-REF,4,2,uclust,0.76:0.8:3,0.2028985507246377,0.30434782608695654,0.34782608695652173,0.14492753623188406,"[3, 2, 10, 19, 35, 0, 0, 0]"
770,B1-REF,4,2,uclust,0.76:0.8:5,0.21739130434782608,0.30434782608695654,0.2753623188405797,0.2028985507246377,"[3, 2, 7, 21, 36, 0, 0, 0]"
771,B1-REF,4,2,uclust,0.76:0.9:1,0.0,0.37681159420289856,0.5072463768115942,0.11594202898550725,"[35, 0, 1, 7, 26, 0, 0, 0]"
772,B1-REF,4,2,uclust,0.76:0.9:3,0.17391304347826086,0.2028985507246377,0.5507246376811594,0.07246376811594203,"[35, 0, 1, 7, 26, 0, 0, 0]"
773,B1-REF,4,2,uclust,0.76:0.9:5,0.14492753623188406,0.2318840579710145,0.5507246376811594,0.07246376811594203,"[35, 0, 1, 7, 26, 0, 0, 0]"
774,B1-REF,4,2,uclust,1.0:0.8:1,0.0,0.6666666666666666,0.043478260869565216,0.2898550724637681,"[3, 0, 4, 16, 46, 0, 0, 0]"
775,B1-REF,4,2,uclust,1.0:0.8:3,0.2028985507246377,0.30434782608695654,0.34782608695652173,0.14492753623188406,"[3, 2, 10, 19, 35, 0, 0, 0]"
776,B1-REF,4,2,uclust,1.0:0.8:5,0.2318840579710145,0.18840579710144928,0.463768115942029,0.11594202898550725,"[3, 5, 13, 19, 29, 0, 0, 0]"
777,B1-REF,4,2,uclust,1.0:0.9:1,0.0,0.37681159420289856,0.5072463768115942,0.11594202898550725,"[35, 0, 1, 7, 26, 0, 0, 0]"
778,B1-REF,4,2,uclust,1.0:0.9:3,0.17391304347826086,0.2028985507246377,0.5507246376811594,0.07246376811594203,"[35, 0, 1, 7, 26, 0, 0, 0]"
779,B1-REF,4,2,uclust,1.0:0.9:5,0.18840579710144928,0.18840579710144928,0.5507246376811594,0.07246376811594203,"[35, 0, 1, 7, 26, 0, 0, 0]"
780,B1-REF,5,0,rdp,0.0,0.0,0.8442367601246106,0.0,0.1557632398753894,"[0, 1, 6, 13, 30, 271, 0, 0]"
781,B1-REF,5,0,rdp,0.1,0.003115264797507788,0.8411214953271028,0.0,0.1557632398753894,"[0, 1, 6, 13, 30, 271, 0, 0]"
782,B1-REF,5,0,rdp,0.2,0.021806853582554516,0.8193146417445483,0.012461059190031152,0.14641744548286603,"[0, 1, 6, 13, 31, 270, 0, 0]"
783,B1-REF,5,0,rdp,0.3,0.07476635514018691,0.7601246105919003,0.037383177570093455,0.1277258566978193,"[0, 1, 7, 13, 32, 268, 0, 0]"
784,B1-REF,5,0,rdp,0.4,0.1277258566978193,0.6884735202492211,0.07476635514018691,0.10903426791277258,"[0, 2, 8, 17, 32, 262, 0, 0]"
785,B1-REF,5,0,rdp,0.5,0.19937694704049844,0.5950155763239875,0.1308411214953271,0.07476635514018691,"[0, 2, 8, 19, 37, 255, 0, 0]"
786,B1-REF,5,0,rdp,0.6,0.29283489096573206,0.4735202492211838,0.17757009345794392,0.056074766355140186,"[0, 2, 10, 21, 42, 246, 0, 0]"
787,B1-REF,5,0,rdp,0.7,0.35202492211838005,0.38006230529595014,0.2336448598130841,0.03426791277258567,"[0, 6, 17, 24, 39, 235, 0, 0]"
788,B1-REF,5,0,rdp,0.8,0.3862928348909657,0.3052959501557632,0.29283489096573206,0.01557632398753894,"[0, 17, 17, 29, 36, 222, 0, 0]"
789,B1-REF,5,0,rdp,0.9,0.40498442367601245,0.22118380062305296,0.367601246105919,0.006230529595015576,"[0, 23, 21, 38, 38, 201, 0, 0]"
790,B1-REF,5,0,rdp,1.0,0.3115264797507788,0.07165109034267912,0.6137071651090342,0.003115264797507788,"[5, 68, 30, 49, 46, 123, 0, 0]"
791,B1-REF,5,0,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.8348909657320872,0.01557632398753894,0.14953271028037382,"[5, 2, 4, 12, 30, 268, 0, 0]"
792,B1-REF,5,0,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.8348909657320872,0.01557632398753894,0.14953271028037382,"[5, 2, 4, 12, 30, 268, 0, 0]"
793,B1-REF,5,0,sortmerna,0.51:0.8:3:0.8:1.0,0.3894080996884735,0.35514018691588783,0.09034267912772585,0.16510903426791276,"[4, 5, 6, 22, 45, 239, 0, 0]"
794,B1-REF,5,0,sortmerna,0.51:0.8:3:0.9:1.0,0.3894080996884735,0.35514018691588783,0.09034267912772585,0.16510903426791276,"[4, 5, 6, 22, 45, 239, 0, 0]"
795,B1-REF,5,0,sortmerna,0.51:0.8:5:0.8:1.0,0.3925233644859813,0.3177570093457944,0.1277258566978193,0.16199376947040497,"[4, 5, 8, 27, 49, 228, 0, 0]"
796,B1-REF,5,0,sortmerna,0.51:0.8:5:0.9:1.0,0.3925233644859813,0.3177570093457944,0.1277258566978193,0.16199376947040497,"[4, 5, 8, 27, 49, 228, 0, 0]"
797,B1-REF,5,0,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.7507788161993769,0.14641744548286603,0.102803738317757,"[47, 0, 2, 9, 22, 241, 0, 0]"
798,B1-REF,5,0,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.7507788161993769,0.14641744548286603,0.102803738317757,"[47, 0, 2, 9, 22, 241, 0, 0]"
799,B1-REF,5,0,sortmerna,0.51:0.9:3:0.8:1.0,0.3395638629283489,0.3644859813084112,0.19626168224299065,0.09968847352024922,"[45, 1, 1, 17, 31, 226, 0, 0]"
800,B1-REF,5,0,sortmerna,0.51:0.9:3:0.9:1.0,0.3395638629283489,0.3644859813084112,0.19626168224299065,0.09968847352024922,"[45, 1, 1, 17, 31, 226, 0, 0]"
801,B1-REF,5,0,sortmerna,0.51:0.9:5:0.8:1.0,0.35202492211838005,0.3395638629283489,0.2087227414330218,0.09968847352024922,"[45, 1, 1, 21, 31, 222, 0, 0]"
802,B1-REF,5,0,sortmerna,0.51:0.9:5:0.9:1.0,0.35202492211838005,0.3395638629283489,0.2087227414330218,0.09968847352024922,"[45, 1, 1, 21, 31, 222, 0, 0]"
803,B1-REF,5,0,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.8348909657320872,0.01557632398753894,0.14953271028037382,"[5, 2, 4, 12, 30, 268, 0, 0]"
804,B1-REF,5,0,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.8348909657320872,0.01557632398753894,0.14953271028037382,"[5, 2, 4, 12, 30, 268, 0, 0]"
805,B1-REF,5,0,sortmerna,0.76:0.8:3:0.8:1.0,0.4735202492211838,0.2087227414330218,0.24922118380062305,0.06853582554517133,"[4, 6, 14, 29, 49, 219, 0, 0]"
806,B1-REF,5,0,sortmerna,0.76:0.8:3:0.9:1.0,0.4735202492211838,0.2087227414330218,0.24922118380062305,0.06853582554517133,"[4, 6, 14, 29, 49, 219, 0, 0]"
807,B1-REF,5,0,sortmerna,0.76:0.8:5:0.8:1.0,0.46105919003115264,0.19937694704049844,0.2336448598130841,0.1059190031152648,"[4, 9, 10, 31, 55, 212, 0, 0]"
808,B1-REF,5,0,sortmerna,0.76:0.8:5:0.9:1.0,0.46105919003115264,0.19937694704049844,0.2336448598130841,0.1059190031152648,"[4, 9, 10, 31, 55, 212, 0, 0]"
809,B1-REF,5,0,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.7507788161993769,0.14641744548286603,0.102803738317757,"[47, 0, 2, 9, 22, 241, 0, 0]"
810,B1-REF,5,0,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.7507788161993769,0.14641744548286603,0.102803738317757,"[47, 0, 2, 9, 22, 241, 0, 0]"
811,B1-REF,5,0,sortmerna,0.76:0.9:3:0.8:1.0,0.42679127725856697,0.2523364485981308,0.26479750778816197,0.056074766355140186,"[45, 1, 4, 22, 31, 218, 0, 0]"
812,B1-REF,5,0,sortmerna,0.76:0.9:3:0.9:1.0,0.42679127725856697,0.2523364485981308,0.26479750778816197,0.056074766355140186,"[45, 1, 4, 22, 31, 218, 0, 0]"
813,B1-REF,5,0,sortmerna,0.76:0.9:5:0.8:1.0,0.4205607476635514,0.24299065420560748,0.26479750778816197,0.07165109034267912,"[45, 1, 4, 22, 36, 213, 0, 0]"
814,B1-REF,5,0,sortmerna,0.76:0.9:5:0.9:1.0,0.4205607476635514,0.24299065420560748,0.26479750778816197,0.07165109034267912,"[45, 1, 4, 22, 36, 213, 0, 0]"
815,B1-REF,5,0,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.8348909657320872,0.01557632398753894,0.14953271028037382,"[5, 2, 4, 12, 30, 268, 0, 0]"
816,B1-REF,5,0,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.8348909657320872,0.01557632398753894,0.14953271028037382,"[5, 2, 4, 12, 30, 268, 0, 0]"
817,B1-REF,5,0,sortmerna,1.0:0.8:3:0.8:1.0,0.4735202492211838,0.2087227414330218,0.24922118380062305,0.06853582554517133,"[4, 6, 14, 29, 49, 219, 0, 0]"
818,B1-REF,5,0,sortmerna,1.0:0.8:3:0.9:1.0,0.4735202492211838,0.2087227414330218,0.24922118380062305,0.06853582554517133,"[4, 6, 14, 29, 49, 219, 0, 0]"
819,B1-REF,5,0,sortmerna,1.0:0.8:5:0.8:1.0,0.470404984423676,0.1557632398753894,0.32087227414330216,0.0529595015576324,"[4, 11, 14, 37, 54, 201, 0, 0]"
820,B1-REF,5,0,sortmerna,1.0:0.8:5:0.9:1.0,0.470404984423676,0.1557632398753894,0.32087227414330216,0.0529595015576324,"[4, 11, 14, 37, 54, 201, 0, 0]"
821,B1-REF,5,0,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.7507788161993769,0.14641744548286603,0.102803738317757,"[47, 0, 2, 9, 22, 241, 0, 0]"
822,B1-REF,5,0,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.7507788161993769,0.14641744548286603,0.102803738317757,"[47, 0, 2, 9, 22, 241, 0, 0]"
823,B1-REF,5,0,sortmerna,1.0:0.9:3:0.8:1.0,0.42679127725856697,0.2523364485981308,0.26479750778816197,0.056074766355140186,"[45, 1, 4, 22, 31, 218, 0, 0]"
824,B1-REF,5,0,sortmerna,1.0:0.9:3:0.9:1.0,0.42679127725856697,0.2523364485981308,0.26479750778816197,0.056074766355140186,"[45, 1, 4, 22, 31, 218, 0, 0]"
825,B1-REF,5,0,sortmerna,1.0:0.9:5:0.8:1.0,0.42990654205607476,0.2087227414330218,0.3146417445482866,0.04672897196261682,"[45, 1, 5, 28, 37, 205, 0, 0]"
826,B1-REF,5,0,sortmerna,1.0:0.9:5:0.9:1.0,0.42990654205607476,0.2087227414330218,0.3146417445482866,0.04672897196261682,"[45, 1, 5, 28, 37, 205, 0, 0]"
827,B1-REF,5,0,uclust,0.51:0.8:1,0.0,0.8317757009345794,0.024922118380062305,0.14330218068535824,"[8, 0, 6, 16, 24, 267, 0, 0]"
828,B1-REF,5,0,uclust,0.51:0.8:3,0.367601246105919,0.37383177570093457,0.09345794392523364,0.16510903426791276,"[8, 3, 7, 23, 42, 238, 0, 0]"
829,B1-REF,5,0,uclust,0.51:0.8:5,0.3987538940809969,0.3115264797507788,0.11526479750778816,0.17445482866043613,"[8, 2, 9, 25, 49, 228, 0, 0]"
830,B1-REF,5,0,uclust,0.51:0.9:1,0.0,0.7445482866043613,0.16822429906542055,0.08722741433021806,"[54, 0, 1, 9, 18, 239, 0, 0]"
831,B1-REF,5,0,uclust,0.51:0.9:3,0.32087227414330216,0.367601246105919,0.22429906542056074,0.08722741433021806,"[54, 0, 1, 14, 31, 221, 0, 0]"
832,B1-REF,5,0,uclust,0.51:0.9:5,0.37383177570093457,0.3146417445482866,0.22118380062305296,0.09034267912772585,"[54, 0, 1, 17, 28, 221, 0, 0]"
833,B1-REF,5,0,uclust,0.76:0.8:1,0.0,0.8317757009345794,0.024922118380062305,0.14330218068535824,"[8, 0, 6, 16, 24, 267, 0, 0]"
834,B1-REF,5,0,uclust,0.76:0.8:3,0.5264797507788161,0.14330218068535824,0.2834890965732087,0.04672897196261682,"[8, 4, 17, 30, 47, 215, 0, 0]"
835,B1-REF,5,0,uclust,0.76:0.8:5,0.4735202492211838,0.17133956386292834,0.2554517133956386,0.09968847352024922,"[8, 5, 15, 33, 53, 207, 0, 0]"
836,B1-REF,5,0,uclust,0.76:0.9:1,0.0,0.7445482866043613,0.16822429906542055,0.08722741433021806,"[54, 0, 1, 9, 18, 239, 0, 0]"
837,B1-REF,5,0,uclust,0.76:0.9:3,0.46105919003115264,0.19937694704049844,0.3052959501557632,0.03426791277258567,"[54, 0, 3, 23, 29, 212, 0, 0]"
838,B1-REF,5,0,uclust,0.76:0.9:5,0.4143302180685358,0.23052959501557632,0.30218068535825543,0.0529595015576324,"[54, 0, 3, 24, 33, 207, 0, 0]"
839,B1-REF,5,0,uclust,1.0:0.8:1,0.0,0.8317757009345794,0.024922118380062305,0.14330218068535824,"[8, 0, 6, 16, 24, 267, 0, 0]"
840,B1-REF,5,0,uclust,1.0:0.8:3,0.5264797507788161,0.14330218068535824,0.2834890965732087,0.04672897196261682,"[8, 4, 17, 30, 47, 215, 0, 0]"
841,B1-REF,5,0,uclust,1.0:0.8:5,0.4672897196261682,0.08722741433021806,0.411214953271028,0.03426791277258567,"[8, 7, 28, 42, 58, 178, 0, 0]"
842,B1-REF,5,0,uclust,1.0:0.9:1,0.0,0.7445482866043613,0.16822429906542055,0.08722741433021806,"[54, 0, 1, 9, 18, 239, 0, 0]"
843,B1-REF,5,0,uclust,1.0:0.9:3,0.46105919003115264,0.19937694704049844,0.3052959501557632,0.03426791277258567,"[54, 0, 3, 23, 29, 212, 0, 0]"
844,B1-REF,5,0,uclust,1.0:0.9:5,0.4143302180685358,0.17757009345794392,0.37383177570093457,0.03426791277258567,"[54, 0, 4, 31, 42, 190, 0, 0]"
845,B1-REF,5,1,rdp,0.0,0.0,0.8525073746312685,0.0,0.14749262536873156,"[0, 0, 7, 12, 31, 289, 0, 0]"
846,B1-REF,5,1,rdp,0.1,0.0029498525073746312,0.8495575221238938,0.0,0.14749262536873156,"[0, 0, 7, 12, 31, 289, 0, 0]"
847,B1-REF,5,1,rdp,0.2,0.038348082595870206,0.8082595870206489,0.014749262536873156,0.13864306784660768,"[0, 0, 7, 13, 32, 287, 0, 0]"
848,B1-REF,5,1,rdp,0.3,0.05604719764011799,0.7846607669616519,0.032448377581120944,0.12684365781710916,"[0, 1, 8, 13, 32, 285, 0, 0]"
849,B1-REF,5,1,rdp,0.4,0.16224188790560473,0.6666666666666666,0.07964601769911504,0.09144542772861357,"[0, 2, 7, 15, 34, 281, 0, 0]"
850,B1-REF,5,1,rdp,0.5,0.24778761061946902,0.56047197640118,0.12389380530973451,0.06784660766961652,"[0, 4, 10, 17, 34, 274, 0, 0]"
851,B1-REF,5,1,rdp,0.6,0.32448377581120946,0.44542772861356933,0.1710914454277286,0.058997050147492625,"[0, 7, 11, 20, 40, 261, 0, 0]"
852,B1-REF,5,1,rdp,0.7,0.36283185840707965,0.37168141592920356,0.22123893805309736,0.04424778761061947,"[0, 9, 14, 24, 43, 249, 0, 0]"
853,B1-REF,5,1,rdp,0.8,0.40412979351032446,0.26548672566371684,0.30383480825958703,0.02654867256637168,"[0, 14, 21, 32, 45, 227, 0, 0]"
854,B1-REF,5,1,rdp,0.9,0.45132743362831856,0.15339233038348082,0.3893805309734513,0.0058997050147492625,"[0, 27, 23, 39, 45, 205, 0, 0]"
855,B1-REF,5,1,rdp,1.0,0.30973451327433627,0.058997050147492625,0.6283185840707964,0.0029498525073746312,"[7, 67, 30, 61, 49, 125, 0, 0]"
856,B1-REF,5,1,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.8466076696165191,0.02064896755162242,0.13274336283185842,"[7, 1, 5, 13, 26, 287, 0, 0]"
857,B1-REF,5,1,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.8466076696165191,0.02064896755162242,0.13274336283185842,"[7, 1, 5, 13, 26, 287, 0, 0]"
858,B1-REF,5,1,sortmerna,0.51:0.8:3:0.8:1.0,0.44542772861356933,0.30973451327433627,0.09144542772861357,0.15339233038348082,"[6, 8, 8, 28, 33, 256, 0, 0]"
859,B1-REF,5,1,sortmerna,0.51:0.8:3:0.9:1.0,0.44542772861356933,0.30973451327433627,0.09144542772861357,0.15339233038348082,"[6, 8, 8, 28, 33, 256, 0, 0]"
860,B1-REF,5,1,sortmerna,0.51:0.8:5:0.8:1.0,0.4424778761061947,0.2743362831858407,0.11504424778761062,0.168141592920354,"[5, 9, 11, 31, 40, 243, 0, 0]"
861,B1-REF,5,1,sortmerna,0.51:0.8:5:0.9:1.0,0.4424778761061947,0.2743362831858407,0.11504424778761062,0.168141592920354,"[5, 9, 11, 31, 40, 243, 0, 0]"
862,B1-REF,5,1,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.7492625368731564,0.15339233038348082,0.09734513274336283,"[52, 0, 2, 10, 21, 254, 0, 0]"
863,B1-REF,5,1,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.7492625368731564,0.15339233038348082,0.09734513274336283,"[52, 0, 2, 10, 21, 254, 0, 0]"
