,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
1359,F1-REF,1,2,uclust,1.0:0.8:1,0.0,0.0,1.0,0.0,"[4, 0, 0, 0, 0, 0, 0, 0]"
1360,F1-REF,1,2,uclust,1.0:0.8:3,0.0,0.0,1.0,0.0,"[4, 0, 0, 0, 0, 0, 0, 0]"
1361,F1-REF,1,2,uclust,1.0:0.8:5,0.0,0.0,1.0,0.0,"[4, 0, 0, 0, 0, 0, 0, 0]"
1362,F1-REF,1,2,uclust,1.0:0.9:1,0.0,0.0,1.0,0.0,"[4, 0, 0, 0, 0, 0, 0, 0]"
1363,F1-REF,1,2,uclust,1.0:0.9:3,0.0,0.0,1.0,0.0,"[4, 0, 0, 0, 0, 0, 0, 0]"
1364,F1-REF,1,2,uclust,1.0:0.9:5,0.0,0.0,1.0,0.0,"[4, 0, 0, 0, 0, 0, 0, 0]"
1365,F1-REF,2,0,rdp,0.0,0.0,0.9166666666666666,0.0,0.08333333333333333,"[0, 1, 11, 0, 0, 0, 0, 0]"
1366,F1-REF,2,0,rdp,0.1,0.08333333333333333,0.8333333333333334,0.0,0.08333333333333333,"[0, 1, 11, 0, 0, 0, 0, 0]"
1367,F1-REF,2,0,rdp,0.2,0.4166666666666667,0.5,0.08333333333333333,0.0,"[0, 1, 11, 0, 0, 0, 0, 0]"
1368,F1-REF,2,0,rdp,0.3,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.0,"[0, 1, 11, 0, 0, 0, 0, 0]"
1369,F1-REF,2,0,rdp,0.4,0.5,0.3333333333333333,0.16666666666666666,0.0,"[0, 2, 10, 0, 0, 0, 0, 0]"
1370,F1-REF,2,0,rdp,0.5,0.5833333333333334,0.25,0.16666666666666666,0.0,"[0, 2, 10, 0, 0, 0, 0, 0]"
1371,F1-REF,2,0,rdp,0.6,0.5,0.16666666666666666,0.3333333333333333,0.0,"[0, 4, 8, 0, 0, 0, 0, 0]"
1372,F1-REF,2,0,rdp,0.7,0.5,0.0,0.5,0.0,"[0, 6, 6, 0, 0, 0, 0, 0]"
1373,F1-REF,2,0,rdp,0.8,0.4166666666666667,0.0,0.5833333333333334,0.0,"[0, 7, 5, 0, 0, 0, 0, 0]"
1374,F1-REF,2,0,rdp,0.9,0.08333333333333333,0.0,0.9166666666666666,0.0,"[0, 11, 1, 0, 0, 0, 0, 0]"
1375,F1-REF,2,0,rdp,1.0,0.0,0.0,1.0,0.0,"[0, 12, 0, 0, 0, 0, 0, 0]"
1376,F1-REF,2,0,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1377,F1-REF,2,0,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1378,F1-REF,2,0,sortmerna,0.51:0.8:3:0.8:1.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1379,F1-REF,2,0,sortmerna,0.51:0.8:3:0.9:1.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1380,F1-REF,2,0,sortmerna,0.51:0.8:5:0.8:1.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1381,F1-REF,2,0,sortmerna,0.51:0.8:5:0.9:1.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1382,F1-REF,2,0,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1383,F1-REF,2,0,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1384,F1-REF,2,0,sortmerna,0.51:0.9:3:0.8:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1385,F1-REF,2,0,sortmerna,0.51:0.9:3:0.9:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1386,F1-REF,2,0,sortmerna,0.51:0.9:5:0.8:1.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1387,F1-REF,2,0,sortmerna,0.51:0.9:5:0.9:1.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1388,F1-REF,2,0,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1389,F1-REF,2,0,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1390,F1-REF,2,0,sortmerna,0.76:0.8:3:0.8:1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1391,F1-REF,2,0,sortmerna,0.76:0.8:3:0.9:1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1392,F1-REF,2,0,sortmerna,0.76:0.8:5:0.8:1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1393,F1-REF,2,0,sortmerna,0.76:0.8:5:0.9:1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1394,F1-REF,2,0,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1395,F1-REF,2,0,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1396,F1-REF,2,0,sortmerna,0.76:0.9:3:0.8:1.0,0.16666666666666666,0.4166666666666667,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1397,F1-REF,2,0,sortmerna,0.76:0.9:3:0.9:1.0,0.16666666666666666,0.4166666666666667,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1398,F1-REF,2,0,sortmerna,0.76:0.9:5:0.8:1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1399,F1-REF,2,0,sortmerna,0.76:0.9:5:0.9:1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1400,F1-REF,2,0,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1401,F1-REF,2,0,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1402,F1-REF,2,0,sortmerna,1.0:0.8:3:0.8:1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1403,F1-REF,2,0,sortmerna,1.0:0.8:3:0.9:1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1404,F1-REF,2,0,sortmerna,1.0:0.8:5:0.8:1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1405,F1-REF,2,0,sortmerna,1.0:0.8:5:0.9:1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1406,F1-REF,2,0,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1407,F1-REF,2,0,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.5833333333333334,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1408,F1-REF,2,0,sortmerna,1.0:0.9:3:0.8:1.0,0.16666666666666666,0.4166666666666667,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1409,F1-REF,2,0,sortmerna,1.0:0.9:3:0.9:1.0,0.16666666666666666,0.4166666666666667,0.25,0.16666666666666666,"[3, 2, 7, 0, 0, 0, 0, 0]"
1410,F1-REF,2,0,sortmerna,1.0:0.9:5:0.8:1.0,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1411,F1-REF,2,0,sortmerna,1.0:0.9:5:0.9:1.0,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666,"[2, 2, 8, 0, 0, 0, 0, 0]"
1412,F1-REF,2,0,uclust,0.51:0.8:1,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1413,F1-REF,2,0,uclust,0.51:0.8:3,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1414,F1-REF,2,0,uclust,0.51:0.8:5,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1415,F1-REF,2,0,uclust,0.51:0.9:1,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1416,F1-REF,2,0,uclust,0.51:0.9:3,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1417,F1-REF,2,0,uclust,0.51:0.9:5,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1418,F1-REF,2,0,uclust,0.76:0.8:1,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1419,F1-REF,2,0,uclust,0.76:0.8:3,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1420,F1-REF,2,0,uclust,0.76:0.8:5,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1421,F1-REF,2,0,uclust,0.76:0.9:1,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1422,F1-REF,2,0,uclust,0.76:0.9:3,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1423,F1-REF,2,0,uclust,0.76:0.9:5,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1424,F1-REF,2,0,uclust,1.0:0.8:1,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1425,F1-REF,2,0,uclust,1.0:0.8:3,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1426,F1-REF,2,0,uclust,1.0:0.8:5,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1427,F1-REF,2,0,uclust,1.0:0.9:1,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1428,F1-REF,2,0,uclust,1.0:0.9:3,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1429,F1-REF,2,0,uclust,1.0:0.9:5,0.0,0.0,1.0,0.0,"[12, 0, 0, 0, 0, 0, 0, 0]"
1430,F1-REF,2,1,rdp,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,"[0, 6, 7, 0, 0, 0, 0, 0]"
1431,F1-REF,2,1,rdp,0.1,0.07692307692307693,0.46153846153846156,0.0,0.46153846153846156,"[0, 6, 7, 0, 0, 0, 0, 0]"
1432,F1-REF,2,1,rdp,0.2,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.23076923076923078,"[0, 6, 7, 0, 0, 0, 0, 0]"
1433,F1-REF,2,1,rdp,0.3,0.46153846153846156,0.07692307692307693,0.3076923076923077,0.15384615384615385,"[0, 6, 7, 0, 0, 0, 0, 0]"
1434,F1-REF,2,1,rdp,0.4,0.46153846153846156,0.0,0.38461538461538464,0.15384615384615385,"[0, 7, 6, 0, 0, 0, 0, 0]"
1435,F1-REF,2,1,rdp,0.5,0.38461538461538464,0.0,0.46153846153846156,0.15384615384615385,"[0, 8, 5, 0, 0, 0, 0, 0]"
1436,F1-REF,2,1,rdp,0.6,0.38461538461538464,0.0,0.46153846153846156,0.15384615384615385,"[0, 8, 5, 0, 0, 0, 0, 0]"
1437,F1-REF,2,1,rdp,0.7,0.3076923076923077,0.0,0.5384615384615384,0.15384615384615385,"[0, 9, 4, 0, 0, 0, 0, 0]"
1438,F1-REF,2,1,rdp,0.8,0.15384615384615385,0.0,0.6923076923076923,0.15384615384615385,"[0, 11, 2, 0, 0, 0, 0, 0]"
1439,F1-REF,2,1,rdp,0.9,0.15384615384615385,0.0,0.7692307692307693,0.07692307692307693,"[0, 11, 2, 0, 0, 0, 0, 0]"
1440,F1-REF,2,1,rdp,1.0,0.0,0.0,0.9230769230769231,0.07692307692307693,"[0, 13, 0, 0, 0, 0, 0, 0]"
1441,F1-REF,2,1,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1442,F1-REF,2,1,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1443,F1-REF,2,1,sortmerna,0.51:0.8:3:0.8:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1444,F1-REF,2,1,sortmerna,0.51:0.8:3:0.9:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1445,F1-REF,2,1,sortmerna,0.51:0.8:5:0.8:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1446,F1-REF,2,1,sortmerna,0.51:0.8:5:0.9:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1447,F1-REF,2,1,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1448,F1-REF,2,1,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1449,F1-REF,2,1,sortmerna,0.51:0.9:3:0.8:1.0,0.0,0.46153846153846156,0.3076923076923077,0.23076923076923078,"[4, 3, 6, 0, 0, 0, 0, 0]"
1450,F1-REF,2,1,sortmerna,0.51:0.9:3:0.9:1.0,0.0,0.46153846153846156,0.3076923076923077,0.23076923076923078,"[4, 3, 6, 0, 0, 0, 0, 0]"
1451,F1-REF,2,1,sortmerna,0.51:0.9:5:0.8:1.0,0.0,0.46153846153846156,0.3076923076923077,0.23076923076923078,"[4, 3, 6, 0, 0, 0, 0, 0]"
1452,F1-REF,2,1,sortmerna,0.51:0.9:5:0.9:1.0,0.0,0.46153846153846156,0.3076923076923077,0.23076923076923078,"[4, 3, 6, 0, 0, 0, 0, 0]"
1453,F1-REF,2,1,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1454,F1-REF,2,1,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1455,F1-REF,2,1,sortmerna,0.76:0.8:3:0.8:1.0,0.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,"[4, 5, 4, 0, 0, 0, 0, 0]"
1456,F1-REF,2,1,sortmerna,0.76:0.8:3:0.9:1.0,0.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,"[4, 5, 4, 0, 0, 0, 0, 0]"
1457,F1-REF,2,1,sortmerna,0.76:0.8:5:0.8:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1458,F1-REF,2,1,sortmerna,0.76:0.8:5:0.9:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1459,F1-REF,2,1,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1460,F1-REF,2,1,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1461,F1-REF,2,1,sortmerna,0.76:0.9:3:0.8:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1462,F1-REF,2,1,sortmerna,0.76:0.9:3:0.9:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1463,F1-REF,2,1,sortmerna,0.76:0.9:5:0.8:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1464,F1-REF,2,1,sortmerna,0.76:0.9:5:0.9:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1465,F1-REF,2,1,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1466,F1-REF,2,1,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1467,F1-REF,2,1,sortmerna,1.0:0.8:3:0.8:1.0,0.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,"[4, 5, 4, 0, 0, 0, 0, 0]"
1468,F1-REF,2,1,sortmerna,1.0:0.8:3:0.9:1.0,0.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,"[4, 5, 4, 0, 0, 0, 0, 0]"
1469,F1-REF,2,1,sortmerna,1.0:0.8:5:0.8:1.0,0.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,"[4, 5, 4, 0, 0, 0, 0, 0]"
1470,F1-REF,2,1,sortmerna,1.0:0.8:5:0.9:1.0,0.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,"[4, 5, 4, 0, 0, 0, 0, 0]"
1471,F1-REF,2,1,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1472,F1-REF,2,1,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,"[7, 4, 2, 0, 0, 0, 0, 0]"
1473,F1-REF,2,1,sortmerna,1.0:0.9:3:0.8:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1474,F1-REF,2,1,sortmerna,1.0:0.9:3:0.9:1.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,"[4, 4, 5, 0, 0, 0, 0, 0]"
1475,F1-REF,2,1,sortmerna,1.0:0.9:5:0.8:1.0,0.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,"[4, 5, 4, 0, 0, 0, 0, 0]"
1476,F1-REF,2,1,sortmerna,1.0:0.9:5:0.9:1.0,0.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,"[4, 5, 4, 0, 0, 0, 0, 0]"
1477,F1-REF,2,1,uclust,0.51:0.8:1,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1478,F1-REF,2,1,uclust,0.51:0.8:3,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1479,F1-REF,2,1,uclust,0.51:0.8:5,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1480,F1-REF,2,1,uclust,0.51:0.9:1,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1481,F1-REF,2,1,uclust,0.51:0.9:3,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1482,F1-REF,2,1,uclust,0.51:0.9:5,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1483,F1-REF,2,1,uclust,0.76:0.8:1,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1484,F1-REF,2,1,uclust,0.76:0.8:3,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1485,F1-REF,2,1,uclust,0.76:0.8:5,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1486,F1-REF,2,1,uclust,0.76:0.9:1,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1487,F1-REF,2,1,uclust,0.76:0.9:3,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1488,F1-REF,2,1,uclust,0.76:0.9:5,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1489,F1-REF,2,1,uclust,1.0:0.8:1,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1490,F1-REF,2,1,uclust,1.0:0.8:3,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1491,F1-REF,2,1,uclust,1.0:0.8:5,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1492,F1-REF,2,1,uclust,1.0:0.9:1,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1493,F1-REF,2,1,uclust,1.0:0.9:3,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1494,F1-REF,2,1,uclust,1.0:0.9:5,0.0,0.0,0.9230769230769231,0.07692307692307693,"[12, 1, 0, 0, 0, 0, 0, 0]"
1495,F1-REF,2,2,rdp,0.0,0.0,0.4,0.0,0.6,"[0, 3, 2, 0, 0, 0, 0, 0]"
1496,F1-REF,2,2,rdp,0.1,0.0,0.4,0.0,0.6,"[0, 3, 2, 0, 0, 0, 0, 0]"
1497,F1-REF,2,2,rdp,0.2,0.2,0.2,0.0,0.6,"[0, 3, 2, 0, 0, 0, 0, 0]"
1498,F1-REF,2,2,rdp,0.3,0.4,0.0,0.0,0.6,"[0, 3, 2, 0, 0, 0, 0, 0]"
1499,F1-REF,2,2,rdp,0.4,0.4,0.0,0.2,0.4,"[0, 3, 2, 0, 0, 0, 0, 0]"
1500,F1-REF,2,2,rdp,0.5,0.4,0.0,0.2,0.4,"[0, 3, 2, 0, 0, 0, 0, 0]"
1501,F1-REF,2,2,rdp,0.6,0.4,0.0,0.2,0.4,"[0, 3, 2, 0, 0, 0, 0, 0]"
1502,F1-REF,2,2,rdp,0.7,0.0,0.0,0.6,0.4,"[0, 5, 0, 0, 0, 0, 0, 0]"
1503,F1-REF,2,2,rdp,0.8,0.0,0.0,0.6,0.4,"[0, 5, 0, 0, 0, 0, 0, 0]"
1504,F1-REF,2,2,rdp,0.9,0.0,0.0,0.6,0.4,"[0, 5, 0, 0, 0, 0, 0, 0]"
1505,F1-REF,2,2,rdp,1.0,0.0,0.0,0.6,0.4,"[0, 5, 0, 0, 0, 0, 0, 0]"
1506,F1-REF,2,2,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1507,F1-REF,2,2,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1508,F1-REF,2,2,sortmerna,0.51:0.8:3:0.8:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1509,F1-REF,2,2,sortmerna,0.51:0.8:3:0.9:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1510,F1-REF,2,2,sortmerna,0.51:0.8:5:0.8:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1511,F1-REF,2,2,sortmerna,0.51:0.8:5:0.9:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1512,F1-REF,2,2,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.4,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1513,F1-REF,2,2,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.4,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1514,F1-REF,2,2,sortmerna,0.51:0.9:3:0.8:1.0,0.0,0.4,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1515,F1-REF,2,2,sortmerna,0.51:0.9:3:0.9:1.0,0.0,0.4,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1516,F1-REF,2,2,sortmerna,0.51:0.9:5:0.8:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1517,F1-REF,2,2,sortmerna,0.51:0.9:5:0.9:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1518,F1-REF,2,2,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1519,F1-REF,2,2,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1520,F1-REF,2,2,sortmerna,0.76:0.8:3:0.8:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1521,F1-REF,2,2,sortmerna,0.76:0.8:3:0.9:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1522,F1-REF,2,2,sortmerna,0.76:0.8:5:0.8:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1523,F1-REF,2,2,sortmerna,0.76:0.8:5:0.9:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1524,F1-REF,2,2,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.4,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1525,F1-REF,2,2,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.4,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
